Zlato za 10 000 dolarů?	$10,000 Gold?
Vlády nesmí získat pravomoc řídit mravní kodex svých občanů – víme, že kdyby takovou moc získaly, zneužily by ji.	Governments must not be given the power to control its citizens’ moral code – we know that if they had such power, they would misuse it.
Bylo by ideální, kdyby jedinci mohli svobodně zkoušet různé způsoby sebezdokonalování, ať už praktickou dbalostí, čtením etických spisů anebo užíváním „pilulky mravnosti“.	It would be ideal if individuals could freely explore different ways to improve themselves, whether by practicing mindfulness, reading moral philosophy, or, yes, by taking a ’morality’ pill.
Je ale také pravda, že ačkoliv někteří lidé rádi berou prášky, po nichž se lépe cítí nebo bystřeji myslí, není až tak jisté, že by lidé skutečně chtěli užívat pilulky, které by je mravně zdokonalovaly.	But it is also true that although some people are eager to take pills that make them feel better or think faster, it is not so obvious that people would really want to take pills that would make them morally better.
Není zřejmé, zda lidé chtějí být morálně lepší.	It is not clear that people really want to be morally better.
Navíc ti, kdo pomoc potřebují nejvíc, jako psychopatický Alex, by to pravděpodobně chtěli nejméně.	And those who, like the psychopathic Alex, need the most help are probably those who would want it least.
Jde samozřejmě o hypotetické otázky.	These are, of course, hypothetical questions.
Dosud nevíme, co je možné.	We don’t yet know what is possible.
Je ale lepší tuto etickou diskusi začít raději příliš brzy než příliš pozdě.	But it is better to begin the ethical discussion too early than too late.
I když jsou „pilulky mravnosti“ jen science fiction, vyvolávají hluboké otázky.	And even if “moral pills” are just science fiction, they raise deep questions.
Budeme je chtít užívat, budou-li jednou k dostání?	Will we want to take them if they ever become available?
A pokud chtít nebudeme, co to o nás vypovídá?	And what does it say about us if we won’t?
	
Mraky nad bezpečností letecké přepravy	A Cloud over Airplane Safety
PRINCETON – Když se po uzavření způsobeném erupcí islandské sopky Eyjafjallajökull znovu otevřela letiště po celé Evropě, nestalo se tak v důsledku snížení objemu popela v atmosféře, nýbrž v důsledku přehodnocení rizika, které popel představuje pro bezpečnost letadel.	PRINCETON – When airports across Europe reopened after the closure caused by the eruption of Iceland’s Eyjafjallajökull volcano, it was not because the amount of ash in the atmosphere had dropped, but because the risk that the ash posed to airplane safety had been reassessed.
Vedly ke zrušení zákazu letů nové vědecké informace, anebo šlo o odraz lidských i ekonomických potíží, které tento zákaz způsoboval?	Was it new scientific information that led to the lifting of the flight ban, or was it a reflection of the hardship, both personal and economic, that the ban was causing?
V průběhu šesti dní bylo zrušeno zhruba 95 000 letů, což letecké společnosti stálo více než miliardu dolarů.	Over six days, about 95,000 flights were canceled, at a cost to airlines of more than $1 billion.
Odhadem pět milionů lidí zůstalo na zemi nebo se opozdilo.	An estimated five million people were stranded or delayed.
Britská ekonomika zaznamenala ztrátu 1,5 miliardy liber a podobně postižené byly i ekonomiky další.	The British economy lost £1.5 billion, and others were similarly affected.
Pěstitelé květin v Keni, kteří jsou odkázáni na leteckou přepravu dopravující jejich rychloobrátkové zboží do Evropy, byli náhle bez příjmů.	Flower growers in Kenya, who depend on air transport to take their short-lived product to Europe, suddenly had no income.
Šestnáct lidí trpících rakovinou, kteří kriticky potřebovali kostní dřeň k transplantaci, se ocitlo v ohrožení, poněvadž vyhovující dřeň k nim nemohla být letecky přepravena ze Spojených států či Kanady.	Sixteen cancer patients in critical need of bone marrow for transplants were put at risk because the matching marrow could not be flown in from the United States or Canada.
Proudová letadla, která v minulosti vletěla do sopečného popela nad USA, Indonésií, Filipínami a Mexikem, ztratila dočasně výkon motorů a v jednom případě se propadla o několik set metrů, ale všem se nakonec podařilo bezpečně přistát.	In the past, jets flying into ash from volcanoes in the US, Indonesia, the Philippines, and Mexico have temporarily lost engine power, and in one case, dropped thousands of feet, although all managed to land safely.
Neexistovaly však žádné důkazy, že rozptýlenější popel šířící se z Islandu nad Evropu by způsobil podobné problémy.	But there was no evidence that the more widely dispersed ash blowing over Europe from Iceland would cause similar problems.
Rozhodnutí zakázat letový provoz bylo založeno na názoru, že jakákoliv koncentrace popela v atmosféře představuje určité riziko pro letadla a že bez ohledu na to, jak může být toto riziko nepatrné, je úkolem vlády „zajistit, aby byla bezpečnost na prvním místě“, jak se vyjádřil britský premiér Gordon Brown.	The decision to ground flights was based on the view that any level of ash in the atmosphere posed some risk to aircraft, and that no matter how slight that risk might be, the government’s job was, as British Prime Minister Gordon Brown put it, “to make sure that safety was paramount.”
Zdá se, že evropské vlády skutečně daly uzavřením oblohy absolutní prioritu bezpečnosti nade vším ostatním.	Indeed, in closing their skies, European governments seem to have given safety absolute priority over everything else.
V jiných oblastech se však žádná z nich tímto principem neřídí.	Yet none of them act on that principle in other areas.
Každý den například zemře na světových silnicích přibližně 3000 lidí.	Some 3,000 people die on the world’s roads every day.
